customer_id,tenure_months,monthly_usage,subscription_plan,monthly_revenue,support_tickets,last_login_days,payment_delay,churn
2287,3,121.94001548915732,Pro,120,2,7,0,0
4837,25,43.94206393048656,Enterprise,20,2,26,0,0
2325,25,64.91942275078144,Basic,20,1,35,1,0
3852,46,84.57016026117233,Basic,120,1,24,2,1
3349,50,77.69682288609519,Basic,20,1,21,0,0
3633,20,35.60184987239053,Pro,20,0,47,1,1
3083,52,157.5861965981699,Pro,20,2,38,1,0
4307,54,124.3994532625604,Basic,50,1,52,2,1
375,35,97.8849868063033,Basic,120,2,38,0,0
4198,48,209.98650119978132,Basic,50,0,29,0,0
2631,52,174.55961529685013,Pro,20,3,39,0,0
446,3,206.98051539556647,Basic,120,1,52,0,1
4454,9,72.64606173585054,Basic,50,0,43,2,1
3845,21,199.94453810366875,Basic,20,2,39,1,1
3337,15,35.59289982123928,Basic,50,1,57,0,0
4682,2,126.62896749398524,Basic,120,0,17,0,1
